1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour traumatisme,Taux d'hospitalisations après passages aux urgences pour traumatisme,Taux d'actes médicaux SOS médecins pour traumatisme
2025-08-25,2025-S35,76,Occitanie,65 ans ou plus,23161.27603,15946.261682,3885.4805726
2025-09-01,2025-S36,76,Occitanie,00-14 ans,40811.07814,18085.106383,3033.0062444
2025-09-01,2025-S36,76,Occitanie,65 ans ou plus,24266.034327,16904.761905,5934.0659341
2025-09-01,2025-S36,76,Occitanie,Tous âges,29105.830709,16095.066185,4777.2756617
2025-09-08,2025-S37,76,Occitanie,65 ans ou plus,23787.023165,15320.07458,3278.6885246
2025-09-08,2025-S37,76,Occitanie,Tous âges,28794.782175,14895.635674,4702.5982392
2025-09-15,2025-S38,76,Occitanie,00-14 ans,36452.024227,11455.108359,2442.4284717
2025-09-15,2025-S38,76,Occitanie,Tous âges,29240.306381,15124.500461,4210.3058232
2025-09-22,2025-S39,76,Occitanie,15-64 ans,29354.466859,15619.694397,4746.6324567
2025-09-29,2025-S40,76,Occitanie,00-14 ans,39205.955335,12555.391433,2722.4435591
2025-09-29,2025-S40,76,Occitanie,15-64 ans,29666.591064,14859.437751,4378.6220219
2025-09-29,2025-S40,76,Occitanie,65 ans ou plus,24330.553117,15931.804821,4384.1336117
2025-10-13,2025-S42,76,Occitanie,00-14 ans,39169.561099,13719.008264,1447.3684211
2025-10-27,2025-S44,76,Occitanie,Tous âges,28094.067628,15659.699543,4484.605087
2025-11-10,2025-S46,76,Occitanie,65 ans ou plus,22693.295959,15420.271941,4143.126177
2025-11-17,2025-S47,76,Occitanie,00-14 ans,33989.637306,11850.649351,2501.5634772
2025-11-17,2025-S47,76,Occitanie,15-64 ans,28640.714742,13537.320352,5655.7945871
2025-11-17,2025-S47,76,Occitanie,65 ans ou plus,23204.95687,16285.289747,3269.7547684
2025-11-17,2025-S47,76,Occitanie,Tous âges,28176.888619,14874.551971,4434.8184818
2025-11-24,2025-S48,76,Occitanie,15-64 ans,28534.639784,14658.726523,5157.7875806
2025-12-01,2025-S49,76,Occitanie,15-64 ans,28449.297972,13727.272727,5090.4219692
2025-12-01,2025-S49,76,Occitanie,65 ans ou plus,22552.749914,15059.026778,2422.907489
2025-12-08,2025-S50,76,Occitanie,Tous âges,25974.812303,13783.12519,2972.6300526
2025-12-15,2025-S51,76,Occitanie,00-14 ans,24342.385895,6968.2151589,842.00099059
2025-12-15,2025-S51,76,Occitanie,65 ans ou plus,21027.465807,14349.276974,2008.0321285
2025-12-15,2025-S51,76,Occitanie,Tous âges,24373.088685,13272.754357,2894.7856745
2025-12-22,2025-S52,76,Occitanie,00-14 ans,16016.427105,3664.921466,648.37905237
2025-12-22,2025-S52,76,Occitanie,15-64 ans,22809.511502,14929.714009,3050.4908836
2025-12-29,2026-S01,76,Occitanie,15-64 ans,23795.087546,13945.119208,3551.2256442
2026-01-12,2026-S03,76,Occitanie,15-64 ans,26317.693885,14156.626506,4180.2549659
2026-01-12,2026-S03,76,Occitanie,Tous âges,25347.57014,13434.420015,3296.3279249
2026-01-19,2026-S04,76,Occitanie,00-14 ans,25708.854744,5919.0031153,1154.4011544
2024-12-30,2025-S01,84,Auvergne et Rhône-Alpes,00-14 ans,20550.496689,11491.935484,275.48209366
2025-01-06,2025-S02,84,Auvergne et Rhône-Alpes,65 ans ou plus,19227.696405,13454.466796,2477.7636595
2025-01-20,2025-S04,84,Auvergne et Rhône-Alpes,Tous âges,25156.848709,15649.304737,2010.7840935
2025-01-27,2025-S05,84,Auvergne et Rhône-Alpes,15-64 ans,26411.628464,17274.336283,2279.3810121
2025-01-27,2025-S05,84,Auvergne et Rhône-Alpes,65 ans ou plus,19716.470808,13985.691207,3942.0756235
2025-02-10,2025-S07,84,Auvergne et Rhône-Alpes,00-14 ans,28433.408578,11002.92113,934.57943925
2025-02-17,2025-S08,84,Auvergne et Rhône-Alpes,15-64 ans,28363.938578,19316.644114,2700.3672499
2025-02-17,2025-S08,84,Auvergne et Rhône-Alpes,Tous âges,27478.443653,17013.463892,2518.5895898
2025-02-24,2025-S09,84,Auvergne et Rhône-Alpes,00-14 ans,30140.299952,15957.446809,1021.5053763
2025-02-24,2025-S09,84,Auvergne et Rhône-Alpes,Tous âges,26810.670499,18188.746348,2465.4964491
2025-03-03,2025-S10,84,Auvergne et Rhône-Alpes,00-14 ans,34814.905017,18223.234624,1781.8959373
2025-03-17,2025-S12,84,Auvergne et Rhône-Alpes,00-14 ans,39053.882053,11590.628853,2467.8111588
2025-03-17,2025-S12,84,Auvergne et Rhône-Alpes,15-64 ans,29543.105231,17709.815078,3409.6216721
2025-03-24,2025-S13,84,Auvergne et Rhône-Alpes,15-64 ans,28858.946655,16887.773395,3805.5937643
2025-03-24,2025-S13,84,Auvergne et Rhône-Alpes,65 ans ou plus,21885.555335,15405.339211,4326.9230769
2025-03-31,2025-S14,84,Auvergne et Rhône-Alpes,15-64 ans,29470.609419,16718.695803,3890.1098901
2025-04-14,2025-S16,84,Auvergne et Rhône-Alpes,Tous âges,27908.05307,14885.447331,3261.8825722
2025-04-21,2025-S17,84,Auvergne et Rhône-Alpes,00-14 ans,35209.408376,15512.465374,1257.1428571
2025-04-28,2025-S18,84,Auvergne et Rhône-Alpes,Tous âges,29907.69512,15731.675046,3278.4431138
2025-05-05,2025-S19,84,Auvergne et Rhône-Alpes,15-64 ans,27949.265249,13118.994826,3945.8850056
2025-05-05,2025-S19,84,Auvergne et Rhône-Alpes,65 ans ou plus,21284.29878,15018.867925,3638.9083275
2025-05-12,2025-S20,84,Auvergne et Rhône-Alpes,65 ans ou plus,24592.758075,16800.780297,3962.1016365
2025-05-12,2025-S20,84,Auvergne et Rhône-Alpes,Tous âges,31499.005617,16119.865668,3754.2161607
2025-06-09,2025-S24,84,Auvergne et Rhône-Alpes,15-64 ans,30482.305282,15328.467153,4161.7403642
2025-06-16,2025-S25,84,Auvergne et Rhône-Alpes,Tous âges,30023.830067,15814.010551,4260.9299098
2025-06-30,2025-S27,84,Auvergne et Rhône-Alpes,00-14 ans,29591.944886,13559.322034,1214.385801
2025-06-30,2025-S27,84,Auvergne et Rhône-Alpes,15-64 ans,29096.106528,16839.100963,4236.8681863
2025-07-14,2025-S29,84,Auvergne et Rhône-Alpes,15-64 ans,29365.377394,17499.101689,4203.6992553
2025-07-21,2025-S30,84,Auvergne et Rhône-Alpes,15-64 ans,28147.398259,15112.295394,3568.809582
2025-07-21,2025-S30,84,Auvergne et Rhône-Alpes,Tous âges,28155.40777,16483.96821,3594.6745562
2025-07-28,2025-S31,84,Auvergne et Rhône-Alpes,65 ans ou plus,23078.319267,16954.314721,5259.5155709
2025-07-28,2025-S31,84,Auvergne et Rhône-Alpes,Tous âges,28454.621748,16796.548845,4013.9881405
2025-08-04,2025-S32,84,Auvergne et Rhône-Alpes,65 ans ou plus,23874.788494,16593.992248,5743.2432432
2025-08-11,2025-S33,84,Auvergne et Rhône-Alpes,Tous âges,27374.555019,16025.470947,4477.8456239
2025-08-18,2025-S34,84,Auvergne et Rhône-Alpes,65 ans ou plus,23212.872593,16449.348044,4256.8542569
2025-09-15,2025-S38,84,Auvergne et Rhône-Alpes,65 ans ou plus,24408.642205,16955.778158,5154.6391753
2025-09-15,2025-S38,84,Auvergne et Rhône-Alpes,Tous âges,29529.109589,15738.341969,3380.2446403
2025-09-22,2025-S39,84,Auvergne et Rhône-Alpes,00-14 ans,36764.705882,15681.233933,1923.0769231
2025-09-22,2025-S39,84,Auvergne et Rhône-Alpes,15-64 ans,28085.774059,13067.080264,3225.8064516
2026-01-05,2026-S02,53,Bretagne,15-64 ans,28653.010552,14295.925661,2839.1167192
2026-01-05,2026-S02,53,Bretagne,Tous âges,25861.747718,14058.706687,2812.1683764
2026-01-12,2026-S03,53,Bretagne,00-14 ans,31888.068881,9470.7520891,1416.0485502
2026-01-12,2026-S03,53,Bretagne,Tous âges,24889.721433,12255.007538,2530.4765423
2026-01-19,2026-S04,53,Bretagne,00-14 ans,31029.232643,8661.4173228,1896.1253092
2026-01-19,2026-S04,53,Bretagne,65 ans ou plus,18020.252118,12322.456814,5369.1275168
2026-01-19,2026-S04,53,Bretagne,Tous âges,24604.201318,12238.14774,2823.3590734
2025-08-18,2025-S34,75,Nouvelle Aquitaine,15-64 ans,30195.939146,14114.303757,7371.0661721
2025-08-18,2025-S34,75,Nouvelle Aquitaine,Tous âges,29793.911159,15651.612903,6840.4411198
2025-08-25,2025-S35,75,Nouvelle Aquitaine,Tous âges,28892.450267,14505.494505,7177.1842748
2025-09-01,2025-S36,75,Nouvelle Aquitaine,00-14 ans,41049.240681,18571.428571,6041.5978871
2025-09-08,2025-S37,75,Nouvelle Aquitaine,00-14 ans,37615.431972,11755.952381,4731.5518509
2025-09-08,2025-S37,75,Nouvelle Aquitaine,65 ans ou plus,22856.134572,15193.089431,7011.0701107
2025-09-29,2025-S40,75,Nouvelle Aquitaine,65 ans ou plus,23996.887852,16064.727955,6013.8781804
2025-04-14,2025-S16,76,Occitanie,00-14 ans,33527.357392,16293.929712,1467.3514307
2025-04-28,2025-S18,76,Occitanie,65 ans ou plus,24686.192469,17395.005675,5128.2051282
2025-04-28,2025-S18,76,Occitanie,Tous âges,31291.102071,16834.968263,4439.701174
2025-05-05,2025-S19,76,Occitanie,00-14 ans,41729.786859,16181.818182,2124.8339973
2025-05-05,2025-S19,76,Occitanie,15-64 ans,28698.276362,14717.425432,4985.6184084
2025-05-12,2025-S20,76,Occitanie,00-14 ans,40109.63195,14814.814815,2941.1764706
2025-05-19,2025-S21,76,Occitanie,65 ans ou plus,24562.211982,17014.39906,3325.9423503
2025-05-19,2025-S21,76,Occitanie,Tous âges,31004.845936,15969.35769,4546.393883
2025-05-26,2025-S22,76,Occitanie,Tous âges,30608.467188,17697.320782,4396.0319004
2025-06-02,2025-S23,76,Occitanie,65 ans ou plus,23512.206097,15507.859734,4468.0851064
2025-06-02,2025-S23,76,Occitanie,Tous âges,29541.677996,15309.446254,4219.4969861
2025-06-09,2025-S24,76,Occitanie,15-64 ans,30703.074608,16197.427876,5387.783116
2025-06-16,2025-S25,76,Occitanie,00-14 ans,35451.671935,13787.878788,2887.5379939
2025-09-22,2025-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,22282.712512,16227.530165,5063.2911392
2025-09-29,2025-S40,84,Auvergne et Rhône-Alpes,00-14 ans,37471.264368,13636.363636,2105.8038007
2025-09-29,2025-S40,84,Auvergne et Rhône-Alpes,15-64 ans,28799.458642,13922.097956,2812.3658222
2025-10-13,2025-S42,84,Auvergne et Rhône-Alpes,65 ans ou plus,22904.314512,16166.056166,5071.4285714
2025-10-20,2025-S43,84,Auvergne et Rhône-Alpes,15-64 ans,26251.417463,11175.785797,3011.1704711
2025-10-20,2025-S43,84,Auvergne et Rhône-Alpes,65 ans ou plus,20843.306942,14998.788466,3448.2758621
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,15-64 ans,26837.338186,14030.915577,3320.1189296
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,65 ans ou plus,22236.879299,15338.740458,4551.8207283
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,Tous âges,26497.526803,14481.46158,3336.1847733
2025-11-03,2025-S45,84,Auvergne et Rhône-Alpes,00-14 ans,37049.74271,14716.981132,3011.0017371
2025-11-03,2025-S45,84,Auvergne et Rhône-Alpes,15-64 ans,27710.495963,13518.808777,4004.7393365
2025-11-03,2025-S45,84,Auvergne et Rhône-Alpes,Tous âges,28224.624405,15175.612989,3960.1256316
2025-11-17,2025-S47,84,Auvergne et Rhône-Alpes,15-64 ans,27118.064461,12372.74863,3381.1724641
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,00-14 ans,29877.796189,7718.1208054,1320.5282113
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,65 ans ou plus,21065.801668,14245.874971,4934.464148
2025-12-01,2025-S49,84,Auvergne et Rhône-Alpes,Tous âges,25631.28833,13773.681516,2556.2492638
2025-05-05,2025-S19,84,Auvergne et Rhône-Alpes,Tous âges,29173.542354,14828.331982,3644.9226631
2025-06-02,2025-S23,84,Auvergne et Rhône-Alpes,00-14 ans,37814.954606,14303.959132,2051.2820513
2025-06-09,2025-S24,84,Auvergne et Rhône-Alpes,00-14 ans,37756.665645,16909.975669,2181.2080537
2024-12-30,2025-S01,01,Guadeloupe,00-14 ans,13689.095128,3333.3333333,
2024-12-30,2025-S01,01,Guadeloupe,15-64 ans,19834.710744,27272.727273,
2024-12-30,2025-S01,01,Guadeloupe,65 ans ou plus,13098.236776,9448.8188976,
2024-12-30,2025-S01,02,Martinique,00-14 ans,21467.391304,20000.0,1369.8630137
2024-12-30,2025-S01,03,Guyane,15-64 ans,17407.757805,19205.298013,
2025-01-06,2025-S02,01,Guadeloupe,Tous âges,18187.660668,14237.288136,
2025-01-06,2025-S02,02,Martinique,00-14 ans,28676.470588,22413.793103,3750.0
2025-01-06,2025-S02,02,Martinique,15-64 ans,23831.07089,16279.069767,1658.7677725
2025-01-06,2025-S02,02,Martinique,65 ans ou plus,13707.865169,8602.1505376,2620.0873362
2025-01-06,2025-S02,02,Martinique,Tous âges,22163.588391,13404.825737,2342.7866831
2025-01-06,2025-S02,03,Guyane,65 ans ou plus,9411.7647059,2702.7027027,
2025-01-13,2025-S03,01,Guadeloupe,00-14 ans,18993.506494,7894.7368421,
2025-01-13,2025-S03,02,Martinique,00-14 ans,22325.581395,10769.230769,418.41004184
2025-01-13,2025-S03,03,Guyane,00-14 ans,13323.124043,4838.7096774,
2025-01-13,2025-S03,03,Guyane,Tous âges,14749.871068,12558.139535,
2025-01-20,2025-S04,01,Guadeloupe,00-14 ans,17495.711835,11428.571429,
2025-01-20,2025-S04,01,Guadeloupe,15-64 ans,24459.724951,21951.219512,
2025-01-20,2025-S04,01,Guadeloupe,Tous âges,20240.963855,15878.378378,
2025-01-20,2025-S04,02,Martinique,65 ans ou plus,12359.550562,6878.3068783,2000.0
2025-01-20,2025-S04,03,Guyane,15-64 ans,15567.282322,14503.816794,
2025-01-27,2025-S05,01,Guadeloupe,00-14 ans,16996.69967,5405.4054054,
2025-01-27,2025-S05,01,Guadeloupe,Tous âges,19454.713494,12827.988338,
2025-01-27,2025-S05,03,Guyane,00-14 ans,13150.289017,3448.2758621,
2025-01-27,2025-S05,03,Guyane,65 ans ou plus,11445.783133,10526.315789,
2025-01-27,2025-S05,03,Guyane,Tous âges,14754.901961,8450.7042254,
2025-02-03,2025-S06,01,Guadeloupe,00-14 ans,16610.169492,10638.297872,
2025-02-03,2025-S06,01,Guadeloupe,65 ans ou plus,20600.858369,14765.100671,
2025-02-03,2025-S06,03,Guyane,00-14 ans,14345.991561,2222.2222222,
2025-02-03,2025-S06,03,Guyane,15-64 ans,16766.467066,8888.8888889,
2025-02-10,2025-S07,01,Guadeloupe,00-14 ans,18927.444795,14285.714286,
2025-02-10,2025-S07,01,Guadeloupe,65 ans ou plus,18259.023355,13725.490196,
2025-02-10,2025-S07,02,Martinique,Tous âges,21633.694959,12975.391499,1646.5422613
2025-02-10,2025-S07,03,Guyane,00-14 ans,14990.859232,12765.957447,
2025-02-10,2025-S07,03,Guyane,15-64 ans,18081.918082,14843.75,
2025-02-10,2025-S07,03,Guyane,Tous âges,16386.797915,12946.428571,
2025-02-17,2025-S08,01,Guadeloupe,00-14 ans,18010.291595,11627.906977,
2025-02-17,2025-S08,02,Martinique,Tous âges,23178.807947,13646.532438,2474.6906637
2025-02-17,2025-S08,03,Guyane,00-14 ans,10126.582278,3636.3636364,
2025-02-24,2025-S09,01,Guadeloupe,00-14 ans,14084.507042,7142.8571429,
2025-02-24,2025-S09,02,Martinique,15-64 ans,28848.821082,21019.10828,1207.7294686
2025-02-24,2025-S09,02,Martinique,65 ans ou plus,18371.212121,11063.829787,2985.0746269
2025-02-24,2025-S09,02,Martinique,Tous âges,23566.477631,14220.183486,1371.5710723
2025-02-24,2025-S09,03,Guyane,65 ans ou plus,15723.27044,5128.2051282,
2025-02-24,2025-S09,03,Guyane,Tous âges,14089.709763,11023.622047,
2025-03-03,2025-S10,01,Guadeloupe,00-14 ans,15650.406504,3125.0,
2025-03-03,2025-S10,03,Guyane,65 ans ou plus,7352.9411765,9523.8095238,
2025-03-10,2025-S11,02,Martinique,00-14 ans,25471.698113,18518.518519,0.0
2025-03-10,2025-S11,03,Guyane,Tous âges,13861.386139,7027.027027,
2025-03-17,2025-S12,02,Martinique,15-64 ans,25365.205843,20529.801325,1041.6666667
2025-03-17,2025-S12,03,Guyane,65 ans ou plus,7586.2068966,9302.3255814,
2025-03-17,2025-S12,03,Guyane,Tous âges,13979.773944,8658.008658,
2025-03-24,2025-S13,01,Guadeloupe,00-14 ans,19191.919192,15384.615385,
2025-03-24,2025-S13,01,Guadeloupe,15-64 ans,22020.972355,18897.637795,
2025-03-24,2025-S13,02,Martinique,00-14 ans,22803.34728,11267.605634,2016.1290323
2025-03-24,2025-S13,03,Guyane,15-64 ans,13627.04918,10067.114094,
2025-03-24,2025-S13,03,Guyane,Tous âges,13701.177929,8064.516129,
2025-03-31,2025-S14,01,Guadeloupe,Tous âges,22239.665097,17123.287671,
2025-03-31,2025-S14,02,Martinique,00-14 ans,27853.881279,25000.0,990.0990099
2025-03-31,2025-S14,02,Martinique,15-64 ans,25867.052023,22929.936306,1278.7723785
2025-03-31,2025-S14,02,Martinique,65 ans ou plus,13778.705637,9756.097561,2843.6018957
2025-04-07,2025-S15,01,Guadeloupe,Tous âges,22725.084256,12861.736334,
2025-04-07,2025-S15,02,Martinique,00-14 ans,25910.06424,18181.818182,1951.2195122
2025-04-07,2025-S15,02,Martinique,65 ans ou plus,14884.696017,8823.5294118,1562.5
2025-04-07,2025-S15,02,Martinique,Tous âges,22635.753508,13333.333333,1593.625498
2025-04-14,2025-S16,02,Martinique,00-14 ans,19010.416667,21052.631579,0.0
2025-04-14,2025-S16,02,Martinique,65 ans ou plus,11494.252874,9478.6729858,1578.9473684
2025-04-21,2025-S17,01,Guadeloupe,65 ans ou plus,16000.0,11724.137931,
2025-04-21,2025-S17,01,Guadeloupe,Tous âges,20831.295844,15384.615385,
2025-04-21,2025-S17,02,Martinique,Tous âges,18927.648579,9448.8188976,2710.4136947
2025-04-28,2025-S18,02,Martinique,00-14 ans,24155.844156,12727.272727,1973.6842105
2025-04-28,2025-S18,02,Martinique,15-64 ans,25753.424658,17218.543046,2678.5714286
2025-04-28,2025-S18,02,Martinique,65 ans ou plus,13834.951456,7692.3076923,877.19298246
2025-04-28,2025-S18,02,Martinique,Tous âges,22134.905043,12266.666667,1955.3072626
2025-05-05,2025-S19,01,Guadeloupe,Tous âges,22071.837585,13245.033113,
2025-05-05,2025-S19,02,Martinique,00-14 ans,23415.977961,21153.846154,0.0
2025-05-05,2025-S19,02,Martinique,15-64 ans,24182.076814,11724.137931,1529.0519878
2025-05-05,2025-S19,02,Martinique,65 ans ou plus,12781.954887,6989.2473118,1990.0497512
2025-05-05,2025-S19,02,Martinique,Tous âges,20887.372014,10704.960836,1323.5294118
2025-05-12,2025-S20,01,Guadeloupe,00-14 ans,20518.358531,4545.4545455,
2025-05-12,2025-S20,02,Martinique,15-64 ans,21428.571429,12837.837838,2285.7142857
2025-05-12,2025-S20,02,Martinique,Tous âges,20220.082531,9549.071618,2231.5202232
2025-05-19,2025-S21,01,Guadeloupe,00-14 ans,21074.380165,20512.820513,
2025-05-19,2025-S21,01,Guadeloupe,15-64 ans,23036.093418,19463.087248,
2025-05-19,2025-S21,01,Guadeloupe,Tous âges,20813.00813,16819.571865,
2025-05-19,2025-S21,02,Martinique,00-14 ans,26540.28436,16176.470588,2617.8010471
2025-05-19,2025-S21,02,Martinique,Tous âges,21747.44898,12211.981567,2567.7603424
2025-05-26,2025-S22,01,Guadeloupe,00-14 ans,20554.272517,6666.6666667,
2025-05-26,2025-S22,01,Guadeloupe,Tous âges,21057.884232,15743.440233,
2025-06-02,2025-S23,01,Guadeloupe,15-64 ans,25074.037512,17518.248175,
2025-06-02,2025-S23,02,Martinique,15-64 ans,26239.067055,14285.714286,2046.7836257
2025-06-02,2025-S23,02,Martinique,Tous âges,22451.612903,13076.923077,1955.3072626
2025-06-09,2025-S24,01,Guadeloupe,15-64 ans,21133.525456,17006.802721,
2025-06-09,2025-S24,01,Guadeloupe,Tous âges,20297.283444,17341.040462,
2025-06-09,2025-S24,02,Martinique,15-64 ans,27903.225806,17699.115044,1049.8687664
2025-06-16,2025-S25,01,Guadeloupe,00-14 ans,15570.175439,2857.1428571,
2025-06-16,2025-S25,01,Guadeloupe,65 ans ou plus,15138.592751,10909.090909,
2025-06-16,2025-S25,02,Martinique,00-14 ans,26086.956522,16666.666667,0.0
2025-06-23,2025-S26,01,Guadeloupe,00-14 ans,21333.333333,24137.931034,
2025-06-23,2025-S26,01,Guadeloupe,Tous âges,21965.020576,13738.019169,
2025-06-30,2025-S27,01,Guadeloupe,00-14 ans,19607.843137,26666.666667,
2025-06-30,2025-S27,01,Guadeloupe,Tous âges,21817.221342,13972.60274,
2025-06-30,2025-S27,02,Martinique,15-64 ans,26139.817629,12686.567164,1941.7475728
2025-06-30,2025-S27,02,Martinique,65 ans ou plus,15058.823529,10471.204188,3271.0280374
2025-07-07,2025-S28,01,Guadeloupe,65 ans ou plus,15756.302521,11842.105263,
2025-07-07,2025-S28,02,Martinique,65 ans ou plus,13245.033113,9137.0558376,2304.1474654
2025-07-14,2025-S29,01,Guadeloupe,15-64 ans,25429.864253,21229.050279,
2025-07-14,2025-S29,01,Guadeloupe,65 ans ou plus,14601.769912,10077.51938,
2025-07-14,2025-S29,01,Guadeloupe,Tous âges,22273.190622,15835.777126,
2025-07-14,2025-S29,02,Martinique,00-14 ans,25981.873112,20000.0,2307.6923077
2025-07-28,2025-S31,01,Guadeloupe,00-14 ans,20769.230769,16000.0,
2025-07-28,2025-S31,01,Guadeloupe,Tous âges,20870.015536,13782.051282,
2025-07-28,2025-S31,02,Martinique,00-14 ans,22516.556291,18604.651163,0.0
2025-07-28,2025-S31,02,Martinique,Tous âges,21222.296844,11081.081081,2256.6995769
2025-08-04,2025-S32,02,Martinique,65 ans ou plus,14592.274678,9405.9405941,2845.5284553
2025-08-04,2025-S32,02,Martinique,Tous âges,21568.627451,11968.085106,2300.405954
2025-08-11,2025-S33,01,Guadeloupe,00-14 ans,18137.254902,8333.3333333,
2025-08-11,2025-S33,01,Guadeloupe,65 ans ou plus,13673.469388,8333.3333333,
2025-08-11,2025-S33,02,Martinique,00-14 ans,28409.090909,30952.380952,1086.9565217
2025-08-11,2025-S33,02,Martinique,65 ans ou plus,15904.139434,7567.5675676,2755.9055118
2025-08-18,2025-S34,01,Guadeloupe,65 ans ou plus,14107.883817,4929.5774648,
2025-08-18,2025-S34,01,Guadeloupe,Tous âges,20861.442657,10855.263158,
2025-08-18,2025-S34,02,Martinique,00-14 ans,27972.027972,36363.636364,1136.3636364
2025-08-25,2025-S35,01,Guadeloupe,00-14 ans,22740.524781,21739.130435,
2025-09-01,2025-S36,01,Guadeloupe,00-14 ans,25914.634146,20000.0,
2025-09-01,2025-S36,01,Guadeloupe,Tous âges,20506.912442,15807.560137,
2025-09-01,2025-S36,02,Martinique,65 ans ou plus,11682.242991,6077.3480663,3448.2758621
2025-09-08,2025-S37,01,Guadeloupe,00-14 ans,21259.84252,6451.6129032,
2025-09-08,2025-S37,01,Guadeloupe,Tous âges,18158.436214,12702.702703,
2025-09-15,2025-S38,01,Guadeloupe,00-14 ans,17261.904762,0.0,
2025-09-15,2025-S38,01,Guadeloupe,Tous âges,19460.010188,11974.110032,
2025-09-15,2025-S38,02,Martinique,00-14 ans,24668.435013,14545.454545,2857.1428571
2025-09-15,2025-S38,02,Martinique,15-64 ans,24816.446402,13475.177305,3067.4846626
2025-09-15,2025-S38,02,Martinique,Tous âges,21721.587088,11315.789474,2967.3590504
2025-09-22,2025-S39,01,Guadeloupe,15-64 ans,23539.982031,19148.93617,
2025-09-22,2025-S39,02,Martinique,00-14 ans,29301.075269,27586.206897,2976.1904762
2025-09-22,2025-S39,02,Martinique,Tous âges,23569.482289,15235.457064,2500.0
2025-09-29,2025-S40,01,Guadeloupe,65 ans ou plus,14317.180617,11678.832117,
2025-09-29,2025-S40,01,Guadeloupe,Tous âges,19155.06481,12990.936556,
2025-09-29,2025-S40,02,Martinique,15-64 ans,24633.431085,14723.92638,1577.2870662
2025-09-29,2025-S40,02,Martinique,Tous âges,21911.573472,13012.048193,1655.1724138
2025-10-06,2025-S41,01,Guadeloupe,00-14 ans,17610.062893,0.0,
2025-10-06,2025-S41,02,Martinique,15-64 ans,25568.181818,10236.220472,3797.4683544
2025-10-06,2025-S41,02,Martinique,Tous âges,21556.886228,9383.3780161,2759.5269382
2025-10-13,2025-S42,01,Guadeloupe,65 ans ou plus,16666.666667,8843.537415,
2025-10-13,2025-S42,02,Martinique,00-14 ans,29116.945107,14864.864865,2112.6760563
2025-10-13,2025-S42,02,Martinique,Tous âges,22645.16129,9677.4193548,2166.6666667
2025-10-20,2025-S43,01,Guadeloupe,00-14 ans,15011.547344,2500.0,
2025-10-20,2025-S43,01,Guadeloupe,65 ans ou plus,19157.894737,14666.666667,
2025-10-20,2025-S43,02,Martinique,15-64 ans,24777.448071,20155.03876,1915.7088123
2025-10-20,2025-S43,02,Martinique,Tous âges,21004.243281,11413.043478,2360.8768971
2025-10-27,2025-S44,02,Martinique,65 ans ou plus,12933.025404,6451.6129032,3535.3535354
2025-11-03,2025-S45,01,Guadeloupe,Tous âges,21362.530414,14406.779661,
2025-11-03,2025-S45,02,Martinique,00-14 ans,25915.492958,11764.705882,0.0
2025-11-03,2025-S45,02,Martinique,Tous âges,21015.424165,10659.898477,2782.6086957
2025-11-10,2025-S46,02,Martinique,15-64 ans,26086.956522,15079.365079,2027.027027
2025-11-10,2025-S46,02,Martinique,65 ans ou plus,16313.559322,7182.320442,1875.0
2025-11-17,2025-S47,01,Guadeloupe,65 ans ou plus,15137.614679,6818.1818182,
2025-11-17,2025-S47,01,Guadeloupe,Tous âges,20192.795535,14285.714286,
2025-11-17,2025-S47,02,Martinique,65 ans ou plus,16122.004357,11557.788945,3365.3846154
2025-11-24,2025-S48,01,Guadeloupe,00-14 ans,21000.0,13461.538462,
2025-11-24,2025-S48,01,Guadeloupe,65 ans ou plus,14587.737844,10294.117647,
2025-12-01,2025-S49,01,Guadeloupe,65 ans ou plus,19207.920792,12738.853503,
2025-12-01,2025-S49,01,Guadeloupe,Tous âges,20205.319645,11748.63388,
2025-12-01,2025-S49,02,Martinique,Tous âges,23062.730627,9330.1435407,2816.9014085
2025-12-08,2025-S50,01,Guadeloupe,00-14 ans,18769.716088,18000.0,
2025-12-08,2025-S50,01,Guadeloupe,65 ans ou plus,19214.876033,9352.5179856,
2025-12-08,2025-S50,02,Martinique,Tous âges,23640.661939,14138.817481,1440.5762305
2025-12-22,2025-S52,01,Guadeloupe,15-64 ans,20221.606648,21167.883212,
2025-12-22,2025-S52,02,Martinique,00-14 ans,20277.777778,7692.3076923,0.0
2025-12-22,2025-S52,02,Martinique,15-64 ans,26645.768025,11450.381679,2432.4324324
2025-12-29,2026-S01,01,Guadeloupe,00-14 ans,14766.35514,12962.962963,
2025-12-29,2026-S01,02,Martinique,00-14 ans,26829.268293,14516.129032,1666.6666667
2026-01-05,2026-S02,02,Martinique,65 ans ou plus,16435.643564,7423.580786,2702.7027027
2026-01-05,2026-S02,02,Martinique,Tous âges,23777.506112,10681.818182,2153.1100478
2026-01-12,2026-S03,01,Guadeloupe,65 ans ou plus,14442.013129,13768.115942,
