1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour pathologies ORL,Taux d'hospitalisations après passages aux urgences pour pathologies ORL,Taux d'actes médicaux SOS médecins pour pathologies ORL
2025-03-24,2025-S13,32,Hauts-de-France,Tous âges,2806.3106521,873.23095453,32469.18192
2025-03-31,2025-S14,32,Hauts-de-France,15-64 ans,1556.7623481,812.10778885,25178.231939
2025-04-07,2025-S15,32,Hauts-de-France,00-14 ans,9647.2884428,5013.1926121,47238.786622
2025-04-07,2025-S15,32,Hauts-de-France,Tous âges,2973.0622541,874.76979742,30454.509273
2025-04-21,2025-S17,32,Hauts-de-France,65 ans ou plus,407.78742436,97.181729835,9708.7378641
2025-04-21,2025-S17,32,Hauts-de-France,Tous âges,2511.2760076,896.16810878,25696.308725
2025-05-05,2025-S19,32,Hauts-de-France,00-14 ans,8178.2154437,5006.7658999,45910.687406
2025-05-05,2025-S19,32,Hauts-de-France,Tous âges,2766.5375233,965.22138808,28689.114612
2025-05-19,2025-S21,32,Hauts-de-France,15-64 ans,1547.4607817,829.42661378,22450.8519
2025-05-26,2025-S22,32,Hauts-de-France,00-14 ans,9537.6086683,4005.9347181,45956.746591
2025-05-26,2025-S22,32,Hauts-de-France,15-64 ans,1719.8888365,1067.7466863,23705.512013
2025-06-02,2025-S23,32,Hauts-de-France,00-14 ans,9343.4964347,6657.223796,45233.106338
2025-06-02,2025-S23,32,Hauts-de-France,65 ans ou plus,368.03364879,129.03225806,9144.1969519
2025-06-09,2025-S24,32,Hauts-de-France,Tous âges,2824.9064461,807.31150038,27074.201004
2025-06-16,2025-S25,32,Hauts-de-France,15-64 ans,1531.4307939,864.55331412,18522.008346
2025-06-23,2025-S26,32,Hauts-de-France,65 ans ou plus,310.75201989,93.867334168,6326.0340633
2025-06-30,2025-S27,32,Hauts-de-France,65 ans ou plus,408.21375557,62.912865681,9299.3630573
2025-07-07,2025-S28,32,Hauts-de-France,65 ans ou plus,367.96271311,158.57913099,7709.7505669
2025-07-14,2025-S29,32,Hauts-de-France,00-14 ans,10367.264315,3135.3135314,41268.353639
2025-07-14,2025-S29,32,Hauts-de-France,65 ans ou plus,484.29156836,130.20833333,6512.1412804
2025-07-14,2025-S29,32,Hauts-de-France,Tous âges,3165.2557968,901.32827324,22506.861848
2025-07-21,2025-S30,32,Hauts-de-France,00-14 ans,8753.4372136,3767.6609105,39549.612949
2025-07-21,2025-S30,32,Hauts-de-France,15-64 ans,1557.5221239,655.26028395,16602.877128
2025-07-28,2025-S31,32,Hauts-de-France,15-64 ans,1645.0541207,665.88327458,16425.806452
2025-07-28,2025-S31,32,Hauts-de-France,Tous âges,2410.5587975,635.38611926,20754.883762
2025-08-04,2025-S32,32,Hauts-de-France,00-14 ans,7745.0980392,2941.1764706,37152.629329
2025-08-04,2025-S32,32,Hauts-de-France,15-64 ans,1576.0304815,638.21300359,14641.539273
2025-08-11,2025-S33,32,Hauts-de-France,65 ans ou plus,477.35776029,105.18934081,6359.4470046
2025-08-25,2025-S35,32,Hauts-de-France,15-64 ans,1437.9084967,593.1198102,16440.146367
2025-09-08,2025-S37,32,Hauts-de-France,15-64 ans,1415.7973174,812.0649652,23244.890187
2025-09-15,2025-S38,32,Hauts-de-France,65 ans ou plus,208.76826722,95.087163233,11684.370258
2025-09-22,2025-S39,32,Hauts-de-France,00-14 ans,11097.440945,5540.166205,54356.568365
2025-09-22,2025-S39,32,Hauts-de-France,15-64 ans,1587.8616796,564.97175141,29178.097224
2025-09-22,2025-S39,32,Hauts-de-France,65 ans ou plus,443.09406254,282.30865747,14487.179487
2025-09-22,2025-S39,32,Hauts-de-France,Tous âges,3490.7712039,963.96262791,36217.303823
2025-09-29,2025-S40,32,Hauts-de-France,65 ans ou plus,383.85339277,59.541530217,14407.814408
2025-10-06,2025-S41,32,Hauts-de-France,00-14 ans,10669.745958,6234.0966921,51551.956815
2025-10-06,2025-S41,32,Hauts-de-France,15-64 ans,1357.7453199,619.75938753,26448.688896
2025-10-06,2025-S41,32,Hauts-de-France,Tous âges,3402.4410634,1015.6833458,33347.042292
2025-10-13,2025-S42,32,Hauts-de-France,00-14 ans,11067.819311,5167.9586563,50318.891577
2025-10-20,2025-S43,32,Hauts-de-France,00-14 ans,13814.756672,7575.7575758,53915.910965
2025-10-20,2025-S43,32,Hauts-de-France,Tous âges,3658.723587,1132.3096014,31902.787938
2025-10-27,2025-S44,32,Hauts-de-France,00-14 ans,12710.911136,6598.2404692,45942.857143
2025-10-27,2025-S44,32,Hauts-de-France,15-64 ans,1612.8144438,1140.6844106,22424.631174
2025-11-03,2025-S45,32,Hauts-de-France,15-64 ans,1420.0641319,761.50917272,19550.698239
2025-11-10,2025-S46,32,Hauts-de-France,00-14 ans,10662.56568,5305.0397878,49478.51481
2025-11-10,2025-S46,32,Hauts-de-France,15-64 ans,1382.3227133,774.92074674,21721.854305
2025-11-10,2025-S46,32,Hauts-de-France,65 ans ou plus,434.89383474,62.092517852,11771.995043
2025-11-24,2025-S48,32,Hauts-de-France,15-64 ans,1405.7579847,956.02294455,27078.734364
2025-11-24,2025-S48,32,Hauts-de-France,65 ans ou plus,352.34242464,59.29439668,12283.044059
2025-12-01,2025-S49,32,Hauts-de-France,00-14 ans,14737.550471,5664.4880174,53998.39099
2025-12-01,2025-S49,32,Hauts-de-France,65 ans ou plus,323.22227747,30.330603579,13979.848866
2025-12-08,2025-S50,32,Hauts-de-France,Tous âges,5044.7283507,1454.8340167,35562.043796
2025-12-15,2025-S51,32,Hauts-de-France,15-64 ans,1686.8373139,773.19587629,26445.660337
2025-12-29,2026-S01,32,Hauts-de-France,65 ans ou plus,425.05819249,120.36591237,17798.286091
2025-12-29,2026-S01,32,Hauts-de-France,Tous âges,4457.3261671,819.03276131,32727.168096
2026-01-05,2026-S02,32,Hauts-de-France,65 ans ou plus,323.29988852,50.607287449,13843.175218
2026-01-19,2026-S04,32,Hauts-de-France,00-14 ans,11054.66593,5818.9655172,42610.943559
2024-12-30,2025-S01,44,Grand Est,00-14 ans,18360.595479,4854.368932,49590.834697
2024-12-30,2025-S01,44,Grand Est,Tous âges,4899.8689875,750.6127451,30882.983283
2025-01-06,2025-S02,44,Grand Est,00-14 ans,13262.451035,4440.7894737,41328.875888
2025-01-06,2025-S02,44,Grand Est,15-64 ans,1630.2627414,283.41993387,22765.414082
2025-01-13,2025-S03,44,Grand Est,00-14 ans,11782.585375,4262.295082,41543.859649
2025-07-28,2025-S31,02,Martinique,00-14 ans,12251.655629,6976.744186,33636.363636
2025-09-29,2025-S40,84,Auvergne et Rhône-Alpes,15-64 ans,1397.181753,1349.7878905,24323.744096
2025-10-06,2025-S41,84,Auvergne et Rhône-Alpes,00-14 ans,9733.5454365,5441.3542926,53296.146045
2025-10-20,2025-S43,84,Auvergne et Rhône-Alpes,00-14 ans,12652.739456,6392.0454545,54398.663697
2025-10-20,2025-S43,84,Auvergne et Rhône-Alpes,15-64 ans,1437.7126195,1241.7539775,21272.46236
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,15-64 ans,1406.1789156,792.70709473,21580.773043
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,65 ans ou plus,358.05144634,119.27480916,7422.9691877
2025-10-27,2025-S44,84,Auvergne et Rhône-Alpes,Tous âges,2776.134239,886.62009672,24907.328201
2025-11-03,2025-S45,84,Auvergne et Rhône-Alpes,15-64 ans,1248.1463174,901.2539185,19265.402844
2025-11-10,2025-S46,84,Auvergne et Rhône-Alpes,65 ans ou plus,389.47468415,150.56461731,5136.9863014
2025-11-17,2025-S47,84,Auvergne et Rhône-Alpes,00-14 ans,10322.580645,5717.6196033,52433.628319
2025-11-17,2025-S47,84,Auvergne et Rhône-Alpes,15-64 ans,1444.8149098,939.70242756,21089.759183
2025-11-17,2025-S47,84,Auvergne et Rhône-Alpes,65 ans ou plus,356.64751337,148.73574616,5612.9985229
2025-11-17,2025-S47,84,Auvergne et Rhône-Alpes,Tous âges,3065.4047182,1061.1148422,27536.231884
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,00-14 ans,10967.274234,5480.98434,57783.113245
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,15-64 ans,1404.169699,914.28571429,21696.733301
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,65 ans ou plus,370.71362373,92.958401116,5628.3731689
2025-11-24,2025-S48,84,Auvergne et Rhône-Alpes,Tous âges,3257.8421077,984.27713154,30395.251926
2025-12-01,2025-S49,84,Auvergne et Rhône-Alpes,15-64 ans,1437.1945961,1078.1671159,22630.331754
2025-12-01,2025-S49,84,Auvergne et Rhône-Alpes,Tous âges,3884.8512626,1203.2770097,30722.110967
2025-12-08,2025-S50,84,Auvergne et Rhône-Alpes,00-14 ans,12937.238494,4687.5,52576.0
2025-12-08,2025-S50,84,Auvergne et Rhône-Alpes,65 ans ou plus,262.53847547,45.850527281,6209.8501071
2025-12-08,2025-S50,84,Auvergne et Rhône-Alpes,Tous âges,4031.4915072,911.1894059,30468.574003
2025-12-15,2025-S51,84,Auvergne et Rhône-Alpes,00-14 ans,13840.378652,5721.8309859,46894.511995
2025-12-15,2025-S51,84,Auvergne et Rhône-Alpes,15-64 ans,1682.2576841,1348.8197827,21622.836592
2025-12-29,2026-S01,84,Auvergne et Rhône-Alpes,00-14 ans,14399.056503,5394.9903661,49588.590236
2026-01-05,2026-S02,84,Auvergne et Rhône-Alpes,65 ans ou plus,218.53500607,40.766408479,7307.2497123
2026-01-12,2026-S03,84,Auvergne et Rhône-Alpes,Tous âges,3190.2803893,789.72182933,21443.812233
2026-01-19,2026-S04,84,Auvergne et Rhône-Alpes,15-64 ans,1461.6038976,860.28905712,20577.069096
2026-01-19,2026-S04,84,Auvergne et Rhône-Alpes,65 ans ou plus,380.45827929,157.12682379,5065.2340752
2026-01-19,2026-S04,84,Auvergne et Rhône-Alpes,Tous âges,3245.8520621,1039.7992112,25620.694138
2024-12-30,2025-S01,93,Provence-Alpes-Côte d'Azur,00-14 ans,18377.676833,7340.4255319,48005.203816
2024-12-30,2025-S01,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,624.87195247,97.134531326,18102.189781
2025-01-20,2025-S04,93,Provence-Alpes-Côte d'Azur,00-14 ans,13435.134095,6256.5172054,39503.386005
2025-01-20,2025-S04,93,Provence-Alpes-Côte d'Azur,15-64 ans,1733.5214674,869.56521739,21459.403905
2025-01-20,2025-S04,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,298.73039582,27.964205817,9661.229611
2025-02-03,2025-S06,93,Provence-Alpes-Côte d'Azur,00-14 ans,14091.22807,5609.7560976,46552.814674
2025-02-10,2025-S07,93,Provence-Alpes-Côte d'Azur,Tous âges,4068.0809422,1192.2728645,30870.083433
2025-02-17,2025-S08,93,Provence-Alpes-Côte d'Azur,00-14 ans,13029.146426,5291.7232022,45835.411471
2025-02-24,2025-S09,93,Provence-Alpes-Côte d'Azur,Tous âges,3315.0657298,1094.7810438,28370.360149
2025-03-03,2025-S10,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,311.21623304,117.99410029,12014.134276
2025-03-10,2025-S11,93,Provence-Alpes-Côte d'Azur,00-14 ans,12289.719626,5361.59601,49574.861368
2025-03-10,2025-S11,93,Provence-Alpes-Côte d'Azur,Tous âges,3788.190163,1054.66429,32322.849564
2025-03-17,2025-S12,93,Provence-Alpes-Côte d'Azur,00-14 ans,12715.485487,5724.725944,51399.220687
2025-03-17,2025-S12,93,Provence-Alpes-Côte d'Azur,15-64 ans,1652.613828,893.61702128,26203.328835
2025-03-24,2025-S13,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,364.13862381,117.26766344,12643.678161
2025-03-24,2025-S13,93,Provence-Alpes-Côte d'Azur,Tous âges,3783.0462221,1058.4376863,31535.541301
2025-03-31,2025-S14,93,Provence-Alpes-Côte d'Azur,Tous âges,3604.1398009,1107.8717201,32386.142468
2025-04-07,2025-S15,93,Provence-Alpes-Côte d'Azur,Tous âges,3478.1431858,1041.8216997,30278.488207
2025-04-21,2025-S17,93,Provence-Alpes-Côte d'Azur,00-14 ans,9145.6983577,5093.8337802,41786.055396
2025-04-21,2025-S17,93,Provence-Alpes-Côte d'Azur,15-64 ans,1533.9889899,1036.8663594,26109.139308
2025-04-21,2025-S17,93,Provence-Alpes-Côte d'Azur,Tous âges,2834.5397476,970.01763668,28431.242541
2025-04-28,2025-S18,93,Provence-Alpes-Côte d'Azur,15-64 ans,1625.5000317,1071.1553175,23481.781377
2025-04-28,2025-S18,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,330.19444784,30.012004802,10299.003322
2025-04-28,2025-S18,93,Provence-Alpes-Côte d'Azur,Tous âges,3051.7196456,990.97766603,28246.218362
2025-05-05,2025-S19,93,Provence-Alpes-Côte d'Azur,00-14 ans,10056.290887,4296.875,46585.076984
2025-05-05,2025-S19,93,Provence-Alpes-Côte d'Azur,15-64 ans,1507.2463768,740.45206547,23881.248636
2025-05-05,2025-S19,93,Provence-Alpes-Côte d'Azur,Tous âges,3081.7255006,795.9153026,29096.252755
2025-05-19,2025-S21,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,275.91170825,29.171528588,11123.110151
2025-05-26,2025-S22,93,Provence-Alpes-Côte d'Azur,15-64 ans,1832.6928761,1135.5311355,24314.843236
2025-05-26,2025-S22,93,Provence-Alpes-Côte d'Azur,Tous âges,3355.1834478,938.96713615,30564.663024
2025-06-02,2025-S23,93,Provence-Alpes-Côte d'Azur,00-14 ans,9190.4394757,4632.1525886,43796.255986
2025-06-02,2025-S23,93,Provence-Alpes-Côte d'Azur,15-64 ans,1517.2249658,1104.3819024,22338.015406
2025-06-09,2025-S24,93,Provence-Alpes-Côte d'Azur,15-64 ans,1836.6388921,941.00615273,21488.351052
2025-06-09,2025-S24,93,Provence-Alpes-Côte d'Azur,Tous âges,3167.5474044,952.10617426,26790.793897
2025-06-16,2025-S25,93,Provence-Alpes-Côte d'Azur,15-64 ans,1595.4649056,949.94519547,18844.765343
2025-06-16,2025-S25,93,Provence-Alpes-Côte d'Azur,Tous âges,3135.5538342,832.74523641,25304.960694
2025-06-23,2025-S26,93,Provence-Alpes-Côte d'Azur,00-14 ans,12537.810042,4897.9591837,47447.795824
2025-06-23,2025-S26,93,Provence-Alpes-Côte d'Azur,15-64 ans,1833.781965,859.99312006,20771.232553
2025-06-30,2025-S27,93,Provence-Alpes-Côte d'Azur,15-64 ans,1748.5613103,945.45454545,22682.536049
2025-06-30,2025-S27,93,Provence-Alpes-Côte d'Azur,Tous âges,3764.0516623,876.5827188,31978.949945
2025-07-07,2025-S28,93,Provence-Alpes-Côte d'Azur,00-14 ans,13361.997685,5965.9090909,53565.705128
2025-07-07,2025-S28,93,Provence-Alpes-Côte d'Azur,15-64 ans,2070.8005553,1319.6480938,24385.38206
2025-07-14,2025-S29,93,Provence-Alpes-Côte d'Azur,Tous âges,3457.932546,1206.1870299,28918.476991
2025-07-21,2025-S30,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,278.80004461,27.995520717,9073.7240076
2025-07-28,2025-S31,93,Provence-Alpes-Côte d'Azur,00-14 ans,10524.399126,4580.1526718,43469.785575
2025-07-28,2025-S31,93,Provence-Alpes-Côte d'Azur,Tous âges,2775.6678061,852.84764383,25421.11354
2025-08-04,2025-S32,93,Provence-Alpes-Côte d'Azur,15-64 ans,1783.5909631,1332.3730645,21339.793554
2025-08-11,2025-S33,93,Provence-Alpes-Côte d'Azur,00-14 ans,10617.533232,5477.3082942,47124.386982
2025-08-11,2025-S33,93,Provence-Alpes-Côte d'Azur,15-64 ans,2182.4345799,1062.0075368,24026.974952
2025-08-11,2025-S33,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,476.45429363,228.83295195,10070.671378
2025-08-18,2025-S34,93,Provence-Alpes-Côte d'Azur,00-14 ans,8738.9380531,3797.4683544,42886.812046
2025-08-18,2025-S34,93,Provence-Alpes-Côte d'Azur,Tous âges,2663.1283172,899.98548411,26411.589896
2025-08-25,2025-S35,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,353.48179569,87.976539589,10402.35525
2025-09-08,2025-S37,93,Provence-Alpes-Côte d'Azur,Tous âges,3295.413801,1137.83667,29682.157781
2025-09-22,2025-S39,93,Provence-Alpes-Côte d'Azur,00-14 ans,13239.187996,8027.2108844,53648.698203
2025-09-29,2025-S40,93,Provence-Alpes-Côte d'Azur,00-14 ans,13918.62955,7901.5544041,51633.496057
2025-09-29,2025-S40,93,Provence-Alpes-Côte d'Azur,Tous âges,3945.1114923,1204.6485261,32846.803378
2025-10-13,2025-S42,93,Provence-Alpes-Côte d'Azur,Tous âges,3832.5865192,1196.5811966,31175.630652
2025-10-20,2025-S43,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,412.97935103,110.89548101,11770.244821
2025-10-27,2025-S44,93,Provence-Alpes-Côte d'Azur,00-14 ans,14588.619065,7102.2727273,47164.3238
2025-10-27,2025-S44,93,Provence-Alpes-Côte d'Azur,15-64 ans,1543.6241611,1311.0846246,24394.829612
2025-10-27,2025-S44,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,319.90521327,28.555111365,14917.695473
2025-11-03,2025-S45,93,Provence-Alpes-Côte d'Azur,Tous âges,3405.9108593,901.4248328,27068.812571
2025-11-17,2025-S47,93,Provence-Alpes-Côte d'Azur,15-64 ans,1504.0735325,1008.8781275,23865.658363
2025-11-17,2025-S47,93,Provence-Alpes-Côte d'Azur,Tous âges,4115.4791155,1121.7948718,32503.506311
2025-11-24,2025-S48,93,Provence-Alpes-Côte d'Azur,00-14 ans,16005.434783,6194.6902655,52375.296912
2025-11-24,2025-S48,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,414.54459315,162.999185,12712.826334
2025-12-08,2025-S50,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,257.70308123,105.79211849,16032.887975
2025-12-08,2025-S50,93,Provence-Alpes-Côte d'Azur,Tous âges,5171.8983558,1303.8704365,35802.222
2025-12-15,2025-S51,93,Provence-Alpes-Côte d'Azur,00-14 ans,16899.346994,8626.7605634,46161.490683
2025-12-15,2025-S51,93,Provence-Alpes-Côte d'Azur,15-64 ans,2064.6260733,1132.2280631,27460.929572
2025-12-15,2025-S51,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,365.81310276,0.0,15634.517766
2025-12-22,2025-S52,93,Provence-Alpes-Côte d'Azur,00-14 ans,19396.332145,8506.2240664,51985.559567
2025-12-22,2025-S52,93,Provence-Alpes-Côte d'Azur,15-64 ans,2607.8098472,1337.7926421,29105.073911
2025-12-22,2025-S52,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,628.1536402,49.019607843,14546.783626
2025-12-29,2026-S01,93,Provence-Alpes-Côte d'Azur,00-14 ans,16475.157793,6650.2463054,45667.55084
2025-12-29,2026-S01,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,444.66902476,122.1001221,15782.664942
2026-01-05,2026-S02,93,Provence-Alpes-Côte d'Azur,00-14 ans,10076.726343,4422.253923,36324.041812
2026-01-05,2026-S02,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,423.86697098,50.568900126,13878.326996
2026-01-12,2026-S03,93,Provence-Alpes-Côte d'Azur,15-64 ans,1521.0122599,707.1547421,22335.249889
2026-01-12,2026-S03,93,Provence-Alpes-Côte d'Azur,Tous âges,3296.5243168,918.0892268,26359.240476
2026-01-19,2026-S04,93,Provence-Alpes-Côte d'Azur,15-64 ans,1757.5514568,964.24266774,23894.375268
2024-12-30,2025-S01,94,Corse,15-64 ans,5810.6841612,1117.3184358,26503.340757
2025-01-06,2025-S02,94,Corse,00-14 ans,13758.389262,3333.3333333,24404.761905
2025-01-06,2025-S02,94,Corse,15-64 ans,4690.8315565,0.0,26657.458564
2025-01-06,2025-S02,94,Corse,65 ans ou plus,541.51624549,0.0,27272.727273
2025-01-20,2025-S04,94,Corse,65 ans ou plus,1047.1204188,364.96350365,17600.0
2025-01-20,2025-S04,94,Corse,Tous âges,5017.3869846,1434.4262295,23037.974684
2025-02-03,2025-S06,94,Corse,00-14 ans,22004.889976,6818.1818182,34770.514604
2025-02-24,2025-S09,94,Corse,15-64 ans,3409.0909091,1438.8489209,30000.0
2025-03-03,2025-S10,94,Corse,00-14 ans,13898.305085,6382.9787234,40326.340326
2025-03-03,2025-S10,94,Corse,15-64 ans,3606.557377,515.46391753,30472.103004
2025-03-03,2025-S10,94,Corse,65 ans ou plus,549.45054945,0.0,17699.115044
2025-03-10,2025-S11,94,Corse,Tous âges,3993.2508436,420.16806723,35403.726708
2025-03-17,2025-S12,94,Corse,15-64 ans,2356.557377,581.39534884,32318.501171
2025-03-17,2025-S12,94,Corse,65 ans ou plus,0.0,0.0,17592.592593
2025-03-24,2025-S13,94,Corse,65 ans ou plus,578.03468208,0.0,19753.08642
2025-03-31,2025-S14,94,Corse,00-14 ans,13569.321534,0.0,50000.0
2025-03-31,2025-S14,94,Corse,Tous âges,3824.0917782,368.32412523,39441.248973
2025-04-07,2025-S15,94,Corse,00-14 ans,16519.174041,11764.705882,51282.051282
2025-04-07,2025-S15,94,Corse,Tous âges,4623.9837398,1926.7822736,39883.430475
2025-04-14,2025-S16,94,Corse,15-64 ans,3101.5037594,662.25165563,36363.636364
2025-04-14,2025-S16,94,Corse,65 ans ou plus,648.29821718,0.0,21186.440678
2025-04-21,2025-S17,94,Corse,00-14 ans,11419.753086,3703.7037037,47194.719472
2025-04-28,2025-S18,94,Corse,65 ans ou plus,637.9585327,0.0,21367.521368
2025-04-28,2025-S18,94,Corse,Tous âges,4457.4515984,1073.3452594,29962.546816
2025-05-05,2025-S19,94,Corse,65 ans ou plus,1080.2469136,413.2231405,14285.714286
2025-05-12,2025-S20,94,Corse,00-14 ans,14237.288136,0.0,46753.246753
2025-05-12,2025-S20,94,Corse,15-64 ans,3678.3575706,2259.8870056,29936.305732
2025-05-19,2025-S21,94,Corse,65 ans ou plus,298.06259314,0.0,23863.636364
2025-05-19,2025-S21,94,Corse,Tous âges,3708.668454,395.256917,36320.38065
2025-05-26,2025-S22,94,Corse,00-14 ans,14899.713467,0.0,51724.137931
2025-05-26,2025-S22,94,Corse,65 ans ou plus,818.55388813,371.7472119,12790.697674
2025-06-02,2025-S23,94,Corse,00-14 ans,11627.906977,3846.1538462,44910.179641
2025-06-02,2025-S23,94,Corse,Tous âges,3672.78798,395.256917,31822.222222
2025-06-09,2025-S24,94,Corse,00-14 ans,15056.818182,13043.478261,45967.741935
2025-06-09,2025-S24,94,Corse,15-64 ans,3064.8610121,1449.2753623,29383.886256
2025-06-09,2025-S24,94,Corse,65 ans ou plus,1399.4910941,0.0,12371.134021
2025-06-09,2025-S24,94,Corse,Tous âges,4210.9405746,1134.2155009,33453.887884
2025-06-16,2025-S25,94,Corse,15-64 ans,2653.6312849,1036.2694301,26444.833625
2025-06-23,2025-S26,94,Corse,65 ans ou plus,1015.2284264,338.98305085,15151.515152
2025-06-30,2025-S27,94,Corse,15-64 ans,4026.4026403,386.1003861,33839.150228
2025-06-30,2025-S27,94,Corse,65 ans ou plus,881.61209068,336.7003367,15662.650602
2025-07-07,2025-S28,94,Corse,00-14 ans,17954.545455,2173.9130435,47272.727273
2025-07-07,2025-S28,94,Corse,65 ans ou plus,529.1005291,337.83783784,13274.336283
2025-07-07,2025-S28,94,Corse,Tous âges,5649.5142137,889.6797153,34013.605442
2025-07-14,2025-S29,94,Corse,00-14 ans,16450.21645,0.0,51562.5
2025-07-14,2025-S29,94,Corse,15-64 ans,3916.9139466,1581.027668,27175.368139
2025-07-21,2025-S30,94,Corse,15-64 ans,5322.9665072,1742.1602787,29310.344828
2025-07-21,2025-S30,94,Corse,65 ans ou plus,686.81318681,0.0,14563.106796
2025-07-28,2025-S31,94,Corse,Tous âges,4374.5480839,1198.630137,30518.394649
2025-08-11,2025-S33,94,Corse,15-64 ans,4849.4129658,1607.7170418,27906.976744
2025-08-18,2025-S34,94,Corse,00-14 ans,11617.312073,8510.6382979,48872.180451
2025-08-18,2025-S34,94,Corse,Tous âges,3842.1599169,1487.6033058,30635.400908
2025-08-25,2025-S35,94,Corse,00-14 ans,10946.745562,8510.6382979,45535.714286
2025-08-25,2025-S35,94,Corse,15-64 ans,3583.5023665,0.0,32428.765265
2025-08-25,2025-S35,94,Corse,Tous âges,3753.4571316,657.89473684,33395.004625
2025-09-08,2025-S37,94,Corse,Tous âges,3500.4321521,1328.2732448,35977.33711
2025-09-15,2025-S38,94,Corse,00-14 ans,12500.0,6666.6666667,57438.016529
2025-09-15,2025-S38,94,Corse,15-64 ans,3651.9036519,440.52863436,33288.948069
2025-09-15,2025-S38,94,Corse,Tous âges,3909.643788,559.70149254,41194.25548
2025-09-22,2025-S39,94,Corse,Tous âges,5232.2958954,742.11502783,40157.480315
2025-09-29,2025-S40,94,Corse,65 ans ou plus,1073.6196319,0.0,12844.036697
2025-10-06,2025-S41,94,Corse,00-14 ans,15161.290323,7894.7368421,55744.680851
2025-10-06,2025-S41,94,Corse,15-64 ans,3321.0332103,1010.1010101,41293.013556
2025-10-06,2025-S41,94,Corse,65 ans ou plus,1029.4117647,660.0660066,26315.789474
2025-10-13,2025-S42,94,Corse,65 ans ou plus,490.19607843,0.0,18518.518519
2025-10-20,2025-S43,94,Corse,65 ans ou plus,487.80487805,0.0,23931.623932
2025-11-03,2025-S45,94,Corse,00-14 ans,10852.713178,3448.2758621,43556.701031
2025-11-10,2025-S46,94,Corse,00-14 ans,15094.339623,4255.3191489,48922.413793
2025-11-10,2025-S46,94,Corse,15-64 ans,2925.8098224,561.79775281,35974.842767
2025-11-10,2025-S46,94,Corse,Tous âges,4122.5626741,642.39828694,38628.158845
2025-11-17,2025-S47,94,Corse,00-14 ans,12048.192771,0.0,53243.847875
2025-11-24,2025-S48,94,Corse,15-64 ans,2649.7695853,3255.8139535,43163.538874
2025-11-24,2025-S48,94,Corse,65 ans ou plus,946.96969697,0.0,30952.380952
2025-12-15,2025-S51,94,Corse,15-64 ans,3023.983316,636.94267516,36132.075472
2025-12-15,2025-S51,94,Corse,65 ans ou plus,656.81444992,0.0,19491.525424
2025-12-29,2026-S01,94,Corse,Tous âges,3835.4641467,1004.0160643,33038.501561
2026-01-05,2026-S02,94,Corse,00-14 ans,12639.405204,0.0,35812.672176
2026-01-05,2026-S02,94,Corse,15-64 ans,4284.1037204,1212.1212121,30752.916225
2026-01-19,2026-S04,94,Corse,00-14 ans,15210.355987,5357.1428571,43053.435115
2026-01-19,2026-S04,94,Corse,65 ans ou plus,788.95463511,387.59689922,17346.938776
2025-11-03,2025-S45,44,Grand Est,15-64 ans,1193.6822185,442.29995979,21200.624861
2025-11-03,2025-S45,44,Grand Est,Tous âges,2561.633282,550.22795158,26139.258421
2025-11-10,2025-S46,44,Grand Est,15-64 ans,1188.2868864,984.6396219,20954.003407
2025-11-10,2025-S46,44,Grand Est,65 ans ou plus,307.77839955,61.274509804,5549.2638732
2025-11-17,2025-S47,44,Grand Est,65 ans ou plus,119.26058438,124.57178449,6298.2005141
2025-11-24,2025-S48,44,Grand Est,15-64 ans,1145.841453,425.17006803,23919.245117
2025-12-15,2025-S51,44,Grand Est,00-14 ans,15981.804397,5236.2707535,50971.296028
2025-12-15,2025-S51,44,Grand Est,65 ans ou plus,249.80278727,138.92747986,7589.2857143
2025-12-15,2025-S51,44,Grand Est,Tous âges,4614.7716159,872.47346227,32492.612917
2025-12-29,2026-S01,44,Grand Est,00-14 ans,16772.09124,4572.2713864,46279.069767
2025-12-29,2026-S01,44,Grand Est,65 ans ou plus,311.45184475,24.906600249,9812.4098124
2026-01-05,2026-S02,44,Grand Est,00-14 ans,12070.359887,4238.6185243,40654.205607
