1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour bronchite,Taux d'hospitalisations après passages aux urgences pour bronchite,Taux d'actes médicaux SOS médecins pour bronchite
2022-09-26,2022-S39,93,Provence-Alpes-Côte d'Azur,Tous âges,549.76366867,285.85040495,7167.0776819
2022-10-03,2022-S40,93,Provence-Alpes-Côte d'Azur,15-64 ans,443.94381129,0.0,6282.2164948
2022-10-10,2022-S41,93,Provence-Alpes-Côte d'Azur,00-04 ans,1331.5278718,1523.8095238,11176.088369
2022-10-10,2022-S41,93,Provence-Alpes-Côte d'Azur,15-64 ans,542.39978833,204.91803279,6840.2777778
2022-10-10,2022-S41,93,Provence-Alpes-Côte d'Azur,Tous âges,603.97454215,426.89434365,8211.3303628
2022-10-24,2022-S43,93,Provence-Alpes-Côte d'Azur,00-04 ans,1943.597561,2985.0746269,10447.761194
2022-10-31,2022-S44,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,560.82253972,342.78591462,9947.6439791
2022-11-07,2022-S45,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,736.67291722,584.43555829,9547.2440945
2022-11-14,2022-S46,93,Provence-Alpes-Côte d'Azur,05-14 ans,469.07065377,0.0,9450.9450945
2022-11-14,2022-S46,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,625.8322237,466.74445741,9450.8301405
2022-11-21,2022-S47,93,Provence-Alpes-Côte d'Azur,00-04 ans,2397.9498444,2060.6060606,11971.326165
2022-11-28,2022-S48,93,Provence-Alpes-Côte d'Azur,00-04 ans,2571.0664494,2917.1528588,9640.1900883
2022-11-28,2022-S48,93,Provence-Alpes-Côte d'Azur,05-14 ans,1176.1630946,1261.829653,7382.0395738
2022-12-05,2022-S49,93,Provence-Alpes-Côte d'Azur,00-04 ans,1844.5839874,3050.397878,5126.2433053
2022-12-12,2022-S50,93,Provence-Alpes-Côte d'Azur,00-04 ans,1537.248719,1188.9035667,5138.3399209
2022-12-12,2022-S50,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1275.3188297,866.50419713,11278.195489
2022-12-19,2022-S51,93,Provence-Alpes-Côte d'Azur,00-04 ans,1387.4924593,1830.9859155,4625.5506608
2022-12-26,2022-S52,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1881.1309867,861.39389193,16509.837468
2023-01-02,2023-S01,93,Provence-Alpes-Côte d'Azur,Tous âges,1074.3771857,861.3008613,5770.7143959
2023-01-09,2023-S02,93,Provence-Alpes-Côte d'Azur,00-04 ans,704.67648943,811.35902637,3168.3168317
2023-01-09,2023-S02,93,Provence-Alpes-Côte d'Azur,15-64 ans,564.13301663,128.81064835,4606.8796069
2023-01-09,2023-S02,93,Provence-Alpes-Côte d'Azur,Tous âges,655.61557087,435.25571273,4995.9316517
2023-01-16,2023-S03,93,Provence-Alpes-Côte d'Azur,15-64 ans,573.76404936,509.02360019,4274.2927429
2023-01-23,2023-S04,93,Provence-Alpes-Côte d'Azur,15-64 ans,683.67271925,303.16154179,4864.3592142
2023-01-30,2023-S05,93,Provence-Alpes-Côte d'Azur,Tous âges,720.21026044,540.54054054,4252.8056704
2023-02-06,2023-S06,93,Provence-Alpes-Côte d'Azur,00-04 ans,796.7032967,1004.0160643,4317.7892919
2023-02-06,2023-S06,93,Provence-Alpes-Côte d'Azur,15-64 ans,683.65444375,292.0317063,5578.6844296
2023-02-06,2023-S06,93,Provence-Alpes-Côte d'Azur,Tous âges,750.75075075,618.21471653,5565.8892545
2023-02-13,2023-S07,93,Provence-Alpes-Côte d'Azur,05-14 ans,591.52152481,0.0,4726.8907563
2023-02-20,2023-S08,93,Provence-Alpes-Côte d'Azur,15-64 ans,645.64873961,123.86457473,5708.3703046
2023-02-27,2023-S09,93,Provence-Alpes-Côte d'Azur,05-14 ans,121.87690433,0.0,2848.1012658
2023-02-27,2023-S09,93,Provence-Alpes-Côte d'Azur,15-64 ans,530.91163116,42.881646655,4089.7908979
2023-02-27,2023-S09,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,547.34537493,561.63168785,7859.7339782
2023-02-27,2023-S09,93,Provence-Alpes-Côte d'Azur,Tous âges,491.72678655,356.36814379,4239.9342646
2023-03-06,2023-S10,93,Provence-Alpes-Côte d'Azur,15-64 ans,308.57848179,131.4636284,3964.6133683
2023-03-06,2023-S10,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,597.90732436,431.56596794,7277.2898369
2023-03-13,2023-S11,93,Provence-Alpes-Côte d'Azur,05-14 ans,355.67715458,307.69230769,2139.5348837
2023-03-20,2023-S12,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,578.83131202,316.4556962,6100.795756
2023-03-20,2023-S12,93,Provence-Alpes-Côte d'Azur,Tous âges,447.42729306,302.2109114,3680.6543385
2023-03-27,2023-S13,93,Provence-Alpes-Côte d'Azur,00-04 ans,399.87696094,239.23444976,2912.6213592
2023-03-27,2023-S13,93,Provence-Alpes-Côte d'Azur,15-64 ans,363.10313526,219.29824561,3029.2830697
2023-03-27,2023-S13,93,Provence-Alpes-Côte d'Azur,Tous âges,419.51632236,336.53846154,3317.1240014
2023-04-10,2023-S15,93,Provence-Alpes-Côte d'Azur,15-64 ans,267.48971193,131.34851138,3396.1099105
2023-04-10,2023-S15,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,552.18855219,467.87273862,7234.0425532
2023-04-17,2023-S16,93,Provence-Alpes-Côte d'Azur,00-04 ans,539.68253968,457.66590389,2404.3715847
2023-04-17,2023-S16,93,Provence-Alpes-Côte d'Azur,05-14 ans,38.955979743,0.0,2764.9769585
2023-04-24,2023-S17,93,Provence-Alpes-Côte d'Azur,15-64 ans,286.70899037,174.52006981,3067.4846626
2023-05-01,2023-S18,93,Provence-Alpes-Côte d'Azur,05-14 ans,211.86440678,0.0,2046.7836257
2023-05-01,2023-S18,93,Provence-Alpes-Côte d'Azur,15-64 ans,202.44236923,120.91898428,3361.618799
2023-05-01,2023-S18,93,Provence-Alpes-Côte d'Azur,Tous âges,301.1738937,304.87804878,3804.8264929
2023-05-08,2023-S19,93,Provence-Alpes-Côte d'Azur,00-04 ans,568.56187291,947.86729858,3868.0318544
2023-05-08,2023-S19,93,Provence-Alpes-Côte d'Azur,05-14 ans,118.23825007,0.0,2490.6600249
2023-05-15,2023-S20,93,Provence-Alpes-Côte d'Azur,00-04 ans,312.40237426,216.9197397,4166.6666667
2023-05-15,2023-S20,93,Provence-Alpes-Côte d'Azur,15-64 ans,261.09660574,84.459459459,3489.8085238
2023-05-15,2023-S20,93,Provence-Alpes-Côte d'Azur,Tous âges,326.33869043,255.18341308,3867.7579843
2023-05-22,2023-S21,93,Provence-Alpes-Côte d'Azur,05-14 ans,389.75501114,923.07692308,3597.1223022
2023-05-22,2023-S21,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,540.0540054,357.78175313,5831.5334773
2023-05-29,2023-S22,93,Provence-Alpes-Côte d'Azur,Tous âges,346.9765875,318.52205765,3839.7881496
2023-06-05,2023-S23,93,Provence-Alpes-Côte d'Azur,00-04 ans,479.12388775,0.0,2626.0504202
2023-06-05,2023-S23,93,Provence-Alpes-Côte d'Azur,05-14 ans,196.18834081,250.0,1742.1602787
2023-06-05,2023-S23,93,Provence-Alpes-Côte d'Azur,Tous âges,339.70421714,321.29742962,3391.6458408
2023-06-12,2023-S24,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,500.40573438,310.17369727,5717.4887892
2023-06-19,2023-S25,93,Provence-Alpes-Côte d'Azur,05-14 ans,198.75070982,0.0,2291.6666667
2023-06-19,2023-S25,93,Provence-Alpes-Côte d'Azur,15-64 ans,240.8477842,157.35641227,3054.257995
2023-06-19,2023-S25,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,376.0373444,312.98904538,4545.4545455
2023-06-19,2023-S25,93,Provence-Alpes-Côte d'Azur,Tous âges,321.24385621,274.89309713,2949.4878135
2023-06-26,2023-S26,93,Provence-Alpes-Côte d'Azur,00-04 ans,512.82051282,230.94688222,1307.8470825
2023-06-26,2023-S26,93,Provence-Alpes-Côte d'Azur,15-64 ans,292.0342985,172.11703959,2292.7689594
2023-07-10,2023-S28,93,Provence-Alpes-Côte d'Azur,05-14 ans,225.008036,0.0,1868.2399213
2023-07-10,2023-S28,93,Provence-Alpes-Côte d'Azur,15-64 ans,274.99283873,280.0,2328.6323385
2023-07-10,2023-S28,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,299.36385181,289.57528958,4112.337011
2023-07-17,2023-S29,93,Provence-Alpes-Côte d'Azur,00-04 ans,332.66799734,274.72527473,2295.0819672
2023-07-17,2023-S29,93,Provence-Alpes-Côte d'Azur,15-64 ans,240.86476325,77.429345722,2199.8742929
2023-07-24,2023-S30,93,Provence-Alpes-Côte d'Azur,00-04 ans,541.63845633,554.0166205,3427.8959811
2023-07-24,2023-S30,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,267.41372724,304.97102775,3263.1578947
2023-07-24,2023-S30,93,Provence-Alpes-Côte d'Azur,Tous âges,304.808102,233.281493,2905.2776345
2023-07-31,2023-S31,93,Provence-Alpes-Côte d'Azur,05-14 ans,251.527129,0.0,2304.737516
2023-07-31,2023-S31,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,382.70187524,155.52099533,3917.7277179
2023-08-07,2023-S32,93,Provence-Alpes-Côte d'Azur,00-04 ans,418.55598186,257.06940874,3802.8169014
2023-08-14,2023-S33,93,Provence-Alpes-Côte d'Azur,00-04 ans,603.01507538,254.45292621,3418.8034188
2023-08-14,2023-S33,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,439.53283938,313.47962382,4534.6062053
2023-08-21,2023-S34,93,Provence-Alpes-Côte d'Azur,15-64 ans,184.85356132,0.0,2375.2969121
2023-08-28,2023-S35,93,Provence-Alpes-Côte d'Azur,15-64 ans,232.8891189,84.352593842,2771.789344
2023-08-28,2023-S35,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,379.84299823,278.55153203,4721.0300429
2023-09-11,2023-S37,93,Provence-Alpes-Côte d'Azur,05-14 ans,253.6461636,0.0,3295.5715757
2023-09-11,2023-S37,93,Provence-Alpes-Côte d'Azur,15-64 ans,334.25467635,84.566596195,3452.4900703
2023-09-11,2023-S37,93,Provence-Alpes-Côte d'Azur,Tous âges,354.071826,218.92103206,3748.9812551
2023-09-18,2023-S38,93,Provence-Alpes-Côte d'Azur,00-04 ans,699.7261941,210.97046414,2905.3420806
2023-10-02,2023-S40,93,Provence-Alpes-Côte d'Azur,00-04 ans,934.57943925,1360.5442177,3965.5172414
2023-10-02,2023-S40,93,Provence-Alpes-Côte d'Azur,05-14 ans,220.14309301,0.0,4360.753221
2023-10-09,2023-S41,93,Provence-Alpes-Côte d'Azur,05-14 ans,259.1419522,0.0,5425.5319149
2023-10-23,2023-S43,93,Provence-Alpes-Côte d'Azur,00-04 ans,739.05628198,603.62173038,5495.4204829
2023-10-23,2023-S43,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,566.01289983,407.65130135,8016.0320641
2023-11-06,2023-S45,93,Provence-Alpes-Côte d'Azur,Tous âges,513.13778295,333.59809373,6129.845572
2023-11-13,2023-S46,93,Provence-Alpes-Côte d'Azur,00-04 ans,1710.5263158,1018.6757216,6761.5658363
2023-11-13,2023-S46,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,481.64540484,523.23791936,9921.9620959
2023-11-20,2023-S47,93,Provence-Alpes-Côte d'Azur,15-64 ans,587.33956928,272.47956403,5891.4250463
2023-11-27,2023-S48,93,Provence-Alpes-Côte d'Azur,00-04 ans,2050.0205002,1984.1269841,8952.4969549
2023-11-27,2023-S48,93,Provence-Alpes-Côte d'Azur,05-14 ans,688.00478612,0.0,7674.7720365
2023-11-27,2023-S48,93,Provence-Alpes-Côte d'Azur,15-64 ans,632.59291208,179.85611511,5727.8569433
2023-11-27,2023-S48,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,631.15374905,381.67938931,12668.74351
2023-11-27,2023-S48,93,Provence-Alpes-Côte d'Azur,Tous âges,868.43681374,478.97021404,7666.6666667
2023-12-04,2023-S49,93,Provence-Alpes-Côte d'Azur,00-04 ans,2088.7209071,1794.8717949,8860.7594937
2023-12-04,2023-S49,93,Provence-Alpes-Côte d'Azur,15-64 ans,846.23173731,447.02726866,5355.6938058
2023-12-11,2023-S50,93,Provence-Alpes-Côte d'Azur,15-64 ans,840.33613445,173.08524448,5349.3729204
2023-12-11,2023-S50,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,838.02376485,718.59729807,10912.906611
2023-12-11,2023-S50,93,Provence-Alpes-Côte d'Azur,Tous âges,1030.1999422,664.83595895,6374.9051353
2023-12-18,2023-S51,93,Provence-Alpes-Côte d'Azur,00-04 ans,1488.7365328,1520.9125475,5466.2379421
2023-12-18,2023-S51,93,Provence-Alpes-Côte d'Azur,05-14 ans,752.96843325,0.0,5521.4723926
2023-12-18,2023-S51,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1128.3159285,1046.6760962,13030.602172
2024-01-01,2024-S01,93,Provence-Alpes-Côte d'Azur,00-04 ans,1078.4313725,1485.1485149,5005.3248136
2024-01-01,2024-S01,93,Provence-Alpes-Côte d'Azur,05-14 ans,931.09869646,0.0,9452.7363184
2024-01-01,2024-S01,93,Provence-Alpes-Côte d'Azur,15-64 ans,996.51900894,299.78586724,7357.0110701
2024-01-01,2024-S01,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1504.561071,1042.8100988,16639.741519
2024-01-01,2024-S01,93,Provence-Alpes-Côte d'Azur,Tous âges,1145.4600261,782.49529054,8869.6808511
2024-01-08,2024-S02,93,Provence-Alpes-Côte d'Azur,00-04 ans,569.98100063,650.75921909,3188.4057971
2024-01-08,2024-S02,93,Provence-Alpes-Côte d'Azur,05-14 ans,439.00909376,0.0,4806.0708263
2024-01-15,2024-S03,93,Provence-Alpes-Côte d'Azur,00-04 ans,803.21285141,355.87188612,4302.7888446
2024-01-15,2024-S03,93,Provence-Alpes-Côte d'Azur,15-64 ans,779.00203523,473.7295435,5458.399576
2024-01-22,2024-S04,93,Provence-Alpes-Côte d'Azur,15-64 ans,656.91453339,292.0317063,6220.2223399
2024-01-29,2024-S05,93,Provence-Alpes-Côte d'Azur,15-64 ans,640.07546153,205.59210526,5889.9844318
2024-02-05,2024-S06,93,Provence-Alpes-Côte d'Azur,05-14 ans,462.60601388,251.25628141,5630.936228
2024-02-05,2024-S06,93,Provence-Alpes-Côte d'Azur,Tous âges,715.67560437,482.17416715,6637.708701
2024-02-12,2024-S07,93,Provence-Alpes-Côte d'Azur,15-64 ans,611.1073803,407.49796251,5441.9962835
2024-02-26,2024-S09,93,Provence-Alpes-Côte d'Azur,15-64 ans,583.5883567,213.76656691,6862.1867882
2024-03-04,2024-S10,93,Provence-Alpes-Côte d'Azur,00-04 ans,653.98335315,992.06349206,4569.6068013
2024-03-04,2024-S10,93,Provence-Alpes-Côte d'Azur,05-14 ans,583.65758755,0.0,5660.3773585
2024-03-25,2024-S13,93,Provence-Alpes-Côte d'Azur,15-64 ans,474.55295736,120.77294686,6463.6598679
2024-03-25,2024-S13,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,601.17502391,402.60142459,9501.1876485
2024-04-01,2024-S14,93,Provence-Alpes-Côte d'Azur,00-04 ans,837.42419867,596.42147117,5128.2051282
2024-04-01,2024-S14,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,534.47354356,319.48881789,9989.1422367
2024-04-08,2024-S15,93,Provence-Alpes-Côte d'Azur,05-14 ans,593.24219758,230.41474654,5620.6088993
2024-04-08,2024-S15,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,589.57523784,435.45878694,10083.036773
2024-04-08,2024-S15,93,Provence-Alpes-Côte d'Azur,Tous âges,501.80650341,314.9370126,6202.9242357
2024-04-15,2024-S16,93,Provence-Alpes-Côte d'Azur,00-04 ans,638.49194284,621.11801242,6621.9614417
2024-04-15,2024-S16,93,Provence-Alpes-Côte d'Azur,05-14 ans,551.90538765,0.0,7102.0408163
2024-04-29,2024-S18,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,643.85809872,508.22122571,9327.9839519
2024-05-13,2024-S20,93,Provence-Alpes-Côte d'Azur,00-04 ans,453.91061453,677.20090293,4587.1559633
2024-05-13,2024-S20,93,Provence-Alpes-Côte d'Azur,05-14 ans,418.76046901,500.0,4671.9681909
2024-05-13,2024-S20,93,Provence-Alpes-Côte d'Azur,Tous âges,506.16998048,398.93617021,5654.9423893
2024-05-27,2024-S22,93,Provence-Alpes-Côte d'Azur,00-04 ans,512.49199231,233.64485981,2816.9014085
2024-06-24,2024-S26,93,Provence-Alpes-Côte d'Azur,15-64 ans,364.13009936,113.8952164,5285.0356295
2024-07-01,2024-S27,93,Provence-Alpes-Côte d'Azur,Tous âges,397.29060831,258.67315886,4796.7606292
2024-07-15,2024-S29,93,Provence-Alpes-Côte d'Azur,Tous âges,304.98349316,234.05500293,4022.9885057
2024-07-22,2024-S30,93,Provence-Alpes-Côte d'Azur,00-04 ans,454.40775523,239.80815348,3932.5842697
2024-07-22,2024-S30,93,Provence-Alpes-Côte d'Azur,Tous âges,262.58740191,170.09213324,3836.0337903
2024-07-29,2024-S31,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,386.14556518,285.0627138,4813.3595285
2024-08-05,2024-S32,93,Provence-Alpes-Côte d'Azur,15-64 ans,329.56168296,186.08113137,4144.7053186
2024-08-12,2024-S33,93,Provence-Alpes-Côte d'Azur,00-04 ans,321.1131924,218.34061135,4491.2923923
2024-08-19,2024-S34,93,Provence-Alpes-Côte d'Azur,05-14 ans,169.89466531,0.0,4245.2830189
2024-08-26,2024-S35,93,Provence-Alpes-Côte d'Azur,05-14 ans,172.77125086,0.0,3992.3954373
2024-08-26,2024-S35,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,329.78183663,249.92189941,6815.9688413
2024-09-02,2024-S36,93,Provence-Alpes-Côte d'Azur,15-64 ans,405.04050405,273.1174405,5025.9067358
2024-09-09,2024-S37,93,Provence-Alpes-Côte d'Azur,05-14 ans,249.3765586,0.0,4968.9440994
2024-09-16,2024-S38,93,Provence-Alpes-Côte d'Azur,05-14 ans,399.08779932,0.0,6748.9114659
2024-09-16,2024-S38,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,482.61353793,473.37278107,8142.2018349
2024-09-23,2024-S39,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,613.49693252,602.7554535,9120.5211726
2024-09-30,2024-S40,93,Provence-Alpes-Côte d'Azur,05-14 ans,251.88916877,280.11204482,6140.3508772
2024-10-07,2024-S41,93,Provence-Alpes-Côte d'Azur,05-14 ans,234.39789042,0.0,4888.1524441
2024-10-07,2024-S41,93,Provence-Alpes-Côte d'Azur,Tous âges,532.30421186,400.43123364,6334.3578779
2024-10-14,2024-S42,93,Provence-Alpes-Côte d'Azur,00-04 ans,808.92608089,462.96296296,6879.1946309
2024-10-14,2024-S42,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,545.36440258,404.27375108,10940.695297
2024-10-21,2024-S43,93,Provence-Alpes-Côte d'Azur,00-04 ans,1054.0540541,645.16129032,5065.5021834
2024-10-21,2024-S43,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,494.10870391,320.51282051,9100.7583965
2024-10-28,2024-S44,93,Provence-Alpes-Côte d'Azur,00-04 ans,616.07392887,431.96544276,5353.5353535
2024-10-28,2024-S44,93,Provence-Alpes-Côte d'Azur,05-14 ans,219.78021978,322.58064516,5333.3333333
2024-10-28,2024-S44,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,660.43613707,330.82706767,12774.070543
2024-11-04,2024-S45,93,Provence-Alpes-Côte d'Azur,05-14 ans,432.09876543,0.0,5789.4736842
2024-11-11,2024-S46,93,Provence-Alpes-Côte d'Azur,15-64 ans,599.25093633,243.30900243,6507.976703
2024-11-18,2024-S47,93,Provence-Alpes-Côte d'Azur,05-14 ans,360.68530207,0.0,6339.6226415
2024-11-18,2024-S47,93,Provence-Alpes-Côte d'Azur,15-64 ans,444.6605989,280.78620136,5771.2765957
2024-11-18,2024-S47,93,Provence-Alpes-Côte d'Azur,Tous âges,666.12289288,594.03071573,6889.5779965
2024-11-25,2024-S48,93,Provence-Alpes-Côte d'Azur,00-04 ans,1744.3309245,1140.0651466,7790.4633983
2024-11-25,2024-S48,93,Provence-Alpes-Côte d'Azur,05-14 ans,574.71264368,607.90273556,6577.916993
2024-11-25,2024-S48,93,Provence-Alpes-Côte d'Azur,15-64 ans,453.79537954,373.13432836,6613.8917263
2024-11-25,2024-S48,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,716.29572781,586.33831721,13498.312711
2024-12-02,2024-S49,93,Provence-Alpes-Côte d'Azur,00-04 ans,2209.3023256,2677.1653543,8562.8742515
2024-12-02,2024-S49,93,Provence-Alpes-Côte d'Azur,05-14 ans,682.08778173,557.10306407,6539.5095368
2024-12-02,2024-S49,93,Provence-Alpes-Côte d'Azur,Tous âges,885.37125226,649.15904397,7912.1687929
2024-12-09,2024-S50,93,Provence-Alpes-Côte d'Azur,00-04 ans,1648.8413547,2310.2310231,7891.2466844
2024-12-09,2024-S50,93,Provence-Alpes-Côte d'Azur,05-14 ans,355.97745476,0.0,6729.5597484
2024-12-09,2024-S50,93,Provence-Alpes-Côte d'Azur,15-64 ans,672.35045401,491.80327869,8223.7628496
2024-12-09,2024-S50,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,790.51383399,673.77877597,14111.111111
2024-12-16,2024-S51,93,Provence-Alpes-Côte d'Azur,00-04 ans,1830.0653595,2711.323764,8100.0595593
2024-12-16,2024-S51,93,Provence-Alpes-Côte d'Azur,05-14 ans,535.87377196,0.0,7450.2247913
2024-12-23,2024-S52,93,Provence-Alpes-Côte d'Azur,05-14 ans,1296.237749,0.0,6885.7589984
2024-12-23,2024-S52,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,1569.6667006,1178.4925117,19491.525424
2024-12-23,2024-S52,93,Provence-Alpes-Côte d'Azur,Tous âges,1416.1123429,970.21964695,8900.8293424
2019-12-30,2020-S01,94,Corse,15-64 ans,1652.892562,0.0,6306.3063063
2019-12-30,2020-S01,94,Corse,Tous âges,2188.6792453,980.39215686,9523.8095238
2020-01-06,2020-S02,94,Corse,00-04 ans,3947.3684211,0.0,5555.5555556
2020-01-06,2020-S02,94,Corse,15-64 ans,1980.1980198,0.0,10000.0
2020-01-06,2020-S02,94,Corse,65 ans ou plus,1830.6636156,1075.2688172,4545.4545455
2020-01-06,2020-S02,94,Corse,Tous âges,2082.0575628,591.71597633,8029.1970803
2020-01-13,2020-S03,94,Corse,00-04 ans,3012.0481928,0.0,3225.8064516
2020-01-13,2020-S03,94,Corse,15-64 ans,1508.1206497,729.9270073,6250.0
2020-01-20,2020-S04,94,Corse,00-04 ans,3676.4705882,6666.6666667,2439.0243902
2020-01-20,2020-S04,94,Corse,05-14 ans,2955.6650246,0.0,1851.8518519
2020-01-27,2020-S05,94,Corse,15-64 ans,1307.8470825,595.23809524,6440.6779661
2020-01-27,2020-S05,94,Corse,65 ans ou plus,1010.1010101,975.6097561,21276.595745
2020-01-27,2020-S05,94,Corse,Tous âges,1878.4530387,735.29411765,7269.1552063
2020-02-03,2020-S06,94,Corse,05-14 ans,2283.1050228,0.0,9230.7692308
2020-02-10,2020-S07,94,Corse,05-14 ans,2173.9130435,0.0,13559.322034
2020-02-10,2020-S07,94,Corse,15-64 ans,1592.039801,613.49693252,9134.6153846
2020-02-10,2020-S07,94,Corse,Tous âges,1928.5309132,1020.4081633,8401.0840108
2020-02-17,2020-S08,94,Corse,00-04 ans,2547.7707006,0.0,1538.4615385
2020-02-17,2020-S08,94,Corse,05-14 ans,689.65517241,0.0,4255.3191489
2020-02-17,2020-S08,94,Corse,65 ans ou plus,2398.0815348,2564.1025641,8333.3333333
2020-02-24,2020-S09,94,Corse,00-04 ans,5555.5555556,0.0,3773.5849057
2020-02-24,2020-S09,94,Corse,05-14 ans,1785.7142857,0.0,2325.5813953
2020-02-24,2020-S09,94,Corse,15-64 ans,2017.9372197,0.0,4382.4701195
2020-03-02,2020-S10,94,Corse,00-04 ans,0.0,0.0,6122.4489796
2020-03-09,2020-S11,94,Corse,65 ans ou plus,660.0660066,0.0,9836.0655738
2020-03-23,2020-S13,94,Corse,05-14 ans,3448.2758621,0.0,0.0
2020-03-23,2020-S13,94,Corse,15-64 ans,828.72928177,879.12087912,3211.0091743
2020-03-30,2020-S14,94,Corse,05-14 ans,0.0,0.0,0.0
2020-04-06,2020-S15,94,Corse,00-04 ans,0.0,0.0,0.0
2020-04-06,2020-S15,94,Corse,15-64 ans,0.0,0.0,714.28571429
2020-04-06,2020-S15,94,Corse,Tous âges,116.82242991,277.77777778,1449.2753623
2020-04-13,2020-S16,94,Corse,00-04 ans,0.0,0.0,0.0
2020-04-13,2020-S16,94,Corse,05-14 ans,0.0,0.0,3846.1538462
2020-04-20,2020-S17,94,Corse,00-04 ans,0.0,0.0,9090.9090909
2020-04-27,2020-S18,94,Corse,00-04 ans,0.0,0.0,5000.0
2020-05-04,2020-S19,94,Corse,65 ans ou plus,589.97050147,0.0,2040.8163265
2020-05-11,2020-S20,94,Corse,65 ans ou plus,561.79775281,520.83333333,0.0
2020-05-11,2020-S20,94,Corse,Tous âges,247.9338843,252.52525253,1357.4660633
